DTXSID,Preferred_Name,CASRN,InChIKey,IUPAC_Name,SMILES,InChI_String,Molecular_Formula,Average_Mass,Monoisotopic_Mass,QC_Level,ToxCast_Active_Count,Total_Assays,ToxCast_Active_Percent,Is_ToxCast_Active,rdkit_mol_cache,ROMol,Valid_SMILES,F_Count,F_Percentage,MW_RDKit,Rotatable_Bonds,H_Acceptors,H_Donors,Ring_Count,Aromatic_Rings,C_Count,Chain_Length,CF_Bonds,f_to_c_ratio,avg_f_per_c,Is_Aromatic,Has_Rings,Is_Cyclic,Is_Branched,Has_Fluorine,Chain_Category
DTXSID701022644,1-Ethyl-3-(pentafluoroethyl)-4-(trifluoromethyl)-1H-pyrazole-5-carboxylic acid,1227002-18-7,OQFGXNIOHQGQQY-UHFFFAOYSA-N,Unknown,CCN1N=C(C(=C1C(O)=O)C(F)(F)F)C(F)(F)C(F)(F)F,"InChI=1S/C9H6F8N2O2/c1-2-19-4(6(20)21)3(8(12,13)14)5(18-19)7(10,11)9(15,16)17/h2H2,1H3,(H,20,21)",C9H6F8N2O2,326.146,326.030153,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2da80>,<rdkit.Chem.rdchem.Mol object at 0x179743d80>,True,8,29.629629629629626,326.03015319200017,4,4,1,1,1,9,6,8,0.8888888888888888,0.8888888888888888,True,True,False,True,True,Medium
DTXSID701022775,"1-[3-(1,1,2,2-Tetrafluoroethoxy)phenyl]propan-1-one",1443342-53-7,PSDQFJXTJKDJJD-UHFFFAOYSA-N,Unknown,CCC(=O)C1=CC(OC(F)(F)C(F)F)=CC=C1,"InChI=1S/C11H10F4O2/c1-2-9(16)7-4-3-5-8(6-7)17-11(14,15)10(12)13/h3-6,10H,2H2,1H3",C11H10F4O2,250.193,250.061692,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2daf0>,<rdkit.Chem.rdchem.Mol object at 0x179743df0>,True,4,14.814814814814813,250.06169244,6,2,0,1,1,11,8,4,0.36363636363636365,0.36363636363636365,True,True,False,True,True,Long
DTXSID701022818,"(2E)-4,4,5,5,5-Pentafluoropent-2-en-1-ol",148757-93-1,WWAZGZHGMUGDNB-OWOJBTEDSA-N,Unknown,OC\C=C\C(F)(F)C(F)(F)F,"InChI=1S/C5H5F5O/c6-4(7,2-1-3-11)5(8,9)10/h1-2,11H,3H2/b2-1+",C5H5F5O,176.086,176.026056,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2db60>,<rdkit.Chem.rdchem.Mol object at 0x179743e60>,True,5,31.25,176.02605588,3,1,1,0,0,5,4,5,1.0,1.0,False,False,False,True,True,Short
DTXSID701022937,1-Methyl-3-(pentafluoroethyl)-4-(trifluoromethyl)-1H-pyrazole,1845774-24-4,JIFSQOOKYJPGKL-UHFFFAOYSA-N,Unknown,CN1C=C(C(=N1)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1S/C7H4F8N2/c1-17-2-3(6(10,11)12)4(16-17)5(8,9)7(13,14)15/h2H,1H3",C7H4F8N2,268.11,268.024673,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2dbd0>,<rdkit.Chem.rdchem.Mol object at 0x179743ed0>,True,8,38.095238095238095,268.0246738880001,2,2,0,1,1,7,5,8,1.1428571428571428,1.1428571428571428,True,True,False,True,True,Medium
DTXSID701022951,2-(Pentafluoroethyl)pyrimidin-5-amine,1936554-56-1,ZUGDLGCQDFDMBK-UHFFFAOYSA-N,Unknown,NC1=CN=C(N=C1)C(F)(F)C(F)(F)F,"InChI=1S/C6H4F5N3/c7-5(8,6(9,10)11)4-13-1-3(12)2-14-4/h1-2H,12H2",C6H4F5N3,213.111,213.032538,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2dc40>,<rdkit.Chem.rdchem.Mol object at 0x179743f40>,True,5,27.77777777777778,213.032538228,2,3,1,1,1,6,5,5,0.8333333333333334,0.8333333333333334,True,True,False,True,True,Medium
DTXSID701022999,"(2E)-4,5,5,6,6,6-Hexafluoro-4-(trifluoromethyl)hex-2-enoic acid",239463-98-0,AYHWXFOMIRCWPY-OWOJBTEDSA-N,Unknown,OC(=O)\C=C\C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"InChI=1/C7H3F9O2/c8-4(6(11,12)13,2-1-3(17)18)5(9,10)7(14,15)16/h1-2H,(H,17,18)/b2-1+",C7H3F9O2,290.085,289.998933,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2dcb0>,<rdkit.Chem.rdchem.Mol object at 0x17975c040>,True,9,42.857142857142854,289.9989333160001,3,2,1,0,0,7,5,9,1.2857142857142858,1.2857142857142858,False,False,False,True,True,Medium
DTXSID701023004,"2,2,3,3-Tetrafluoro-4-methyloxolane",240140-63-0,HEOWVKOXCVCAPZ-UHFFFAOYSA-N,Unknown,CC1COC(F)(F)C1(F)F,"InChI=1/C5H6F4O/c1-3-2-10-5(8,9)4(3,6)7/h3H,2H2,1H3",C5H6F4O,158.096,158.035477,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2dd20>,<rdkit.Chem.rdchem.Mol object at 0x17975c0b0>,True,4,25.0,158.035477692,1,1,0,1,0,5,3,4,0.8,0.8,False,True,False,True,True,Short
DTXSID701023028,"3-Cyano-2,2,3,3-tetrafluoropropanoic acid",377-28-6,CFVCBZAWVIBPPX-UHFFFAOYSA-N,Unknown,OC(=O)C(F)(F)C(F)(F)C#N,"InChI=1S/C4HF4NO2/c5-3(6,1-9)4(7,8)2(10)11/h(H,10,11)",C4HF4NO2,171.051,170.994341,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2dd90>,<rdkit.Chem.rdchem.Mol object at 0x17975c120>,True,4,33.33333333333333,170.994341152,2,3,1,0,0,4,3,4,1.0,1.0,False,False,False,True,True,Short
DTXSID701023054,"(1,2,2-Trifluorocyclopentyl)methanol",883731-69-9,ZFMLQEUIBVWRBK-UHFFFAOYSA-N,Unknown,OCC1(F)CCCC1(F)F,"InChI=1/C6H9F3O/c7-5(4-10)2-1-3-6(5,8)9/h10H,1-4H2",C6H9F3O,154.132,154.060549,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2de00>,<rdkit.Chem.rdchem.Mol object at 0x17975c190>,True,3,15.789473684210526,154.060549568,2,1,1,1,0,6,3,3,0.5,0.5,False,True,False,True,True,Short
DTXSID701023092,"(3E)-2-hydroxy-7-methoxy-3-[(4-methoxyanilino)methylidene]-2-(1,1,2,2-tetrafluoroethyl)-2,3-dihydro-4H-1-benzopyran-4-one",913711-76-9,XJMQNJAXEFCJTE-XNTDXEJSSA-N,Unknown,COC1=CC=C(N\C=C2/C(=O)C3=C(OC2(O)C(F)(F)C(F)F)C=C(OC)C=C3)C=C1,"InChI=1/C20H17F4NO5/c1-28-12-5-3-11(4-6-12)25-10-15-17(26)14-8-7-13(29-2)9-16(14)30-20(15,27)19(23,24)18(21)22/h3-10,18,25,27H,1-2H3/b15-10+",C20H17F4NO5,427.352,427.104285,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2de70>,<rdkit.Chem.rdchem.Mol object at 0x17975c200>,True,4,8.51063829787234,427.10428552400043,9,6,2,3,2,20,15,4,0.2,0.2,True,True,False,True,True,Long
DTXSID701023147,"Ethyl 2,2-bis[(perfluorohexyl)ethylthio]acetate",133707-86-5,MYYZRWHQCPEMBG-UHFFFAOYSA-N,Unknown,CCOC(=O)C(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C20H14F26O2S2/c1-2-48-7(47)8(49-5-3-9(21,22)11(25,26)13(29,30)15(33,34)17(37,38)19(41,42)43)50-6-4-10(23,24)12(27,28)14(31,32)16(35,36)18(39,40)20(44,45)46/h8H,2-6H2,1H3",C20H14F26O2S2,844.41,844.002004,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2dee0>,<rdkit.Chem.rdchem.Mol object at 0x17975c270>,True,26,40.625,844.0020054080004,19,4,0,0,0,20,18,26,1.3,1.3,False,False,False,True,True,Long
DTXSID701023161,N-Methyl-N-(2-oxiranylmethyl)-perfluorobutane-1-sulfonamide,942597-24-2,WUHMJNPEZIJSEW-UHFFFAOYSA-N,Unknown,CN(CC1CO1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C8H8F9NO3S/c1-18(2-4-3-21-4)22(19,20)8(16,17)6(11,12)5(9,10)7(13,14)15/h4H,2-3H2,1H3",C8H8F9NO3S,369.2,369.008118,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2df50>,<rdkit.Chem.rdchem.Mol object at 0x17975c2e0>,True,9,30.0,369.0081180960002,7,3,0,1,0,8,8,9,1.125,1.125,False,True,False,True,True,Long
DTXSID701023173,2-(Pentafluoroethyl)-4H-pyran-4-one,1353572-35-6,HQEAWHIBJPVQRY-UHFFFAOYSA-N,Unknown,FC(F)(F)C(F)(F)C1=CC(=O)C=CO1,"InChI=1S/C7H3F5O2/c8-6(9,7(10,11)12)5-3-4(13)1-2-14-5/h1-3H",C7H3F5O2,214.091,214.00532,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2dfc0>,<rdkit.Chem.rdchem.Mol object at 0x17975c350>,True,5,29.411764705882355,214.005320436,1,2,0,1,1,7,5,5,0.7142857142857143,0.7142857142857143,True,True,False,True,True,Medium
DTXSID701023185,"tert-Butyl 3,3,4,4-tetrafluoropyrrolidine-1-carboxylate",1392502-17-8,LOENRPZRJYFABG-UHFFFAOYSA-N,Unknown,CC(C)(C)OC(=O)N1CC(F)(F)C(F)(F)C1,"InChI=1S/C9H13F4NO2/c1-7(2,3)16-6(15)14-4-8(10,11)9(12,13)5-14/h4-5H2,1-3H3",C9H13F4NO2,243.202,243.088241,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e030>,<rdkit.Chem.rdchem.Mol object at 0x17975c3c0>,True,4,13.793103448275861,243.088241536,0,2,0,1,0,9,6,4,0.4444444444444444,0.4444444444444444,False,True,False,True,True,Medium
DTXSID701023216,"2-(Difluoromethyl)-2,5,5-trifluoro-2,5-dihydrofuran",35768-32-2,BSAHOECCAIKUGF-UHFFFAOYSA-N,Unknown,FC(F)C1(F)OC(F)(F)C=C1,"InChI=1/C5H3F5O/c6-3(7)4(8)1-2-5(9,10)11-4/h1-3H",C5H3F5O,174.07,174.010406,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e0a0>,<rdkit.Chem.rdchem.Mol object at 0x17975c430>,True,5,35.714285714285715,174.010405816,1,1,0,1,0,5,3,5,1.0,1.0,False,True,False,True,True,Short
DTXSID701023228,"Ethyl 2,2,3,4,4,4-hexafluorobutanoate",5200-38-4,NRYRDKRQQXUDBX-UHFFFAOYSA-N,Unknown,CCOC(=O)C(F)(F)C(F)C(F)(F)F,"InChI=1/C6H6F6O2/c1-2-14-4(13)5(8,9)3(7)6(10,11)12/h3H,2H2,1H3",C6H6F6O2,224.102,224.027198,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e110>,<rdkit.Chem.rdchem.Mol object at 0x17975c4a0>,True,6,30.0,224.027198752,4,2,0,0,0,6,6,6,1.0,1.0,False,False,False,True,True,Medium
DTXSID701023242,"1-Hexanesulfonamide, N-(3-chloro-2-hydroxypropyl)-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-methyl-",2387732-05-8,OXGUCGLXYOLWJA-UHFFFAOYSA-N,Unknown,CN(CC(O)CCl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C10H9ClF13NO3S/c1-25(3-4(26)2-11)29(27,28)10(23,24)8(18,19)6(14,15)5(12,13)7(16,17)9(20,21)22/h4,26H,2-3H2,1H3",C10H9ClF13NO3S,505.68,504.978408,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e180>,<rdkit.Chem.rdchem.Mol object at 0x17975c510>,True,13,34.21052631578947,504.9784086880003,11,3,1,0,0,10,10,13,1.3,1.3,False,False,False,True,True,Long
DTXSID701023254,N-Ethyl-2-(pentafluoroethoxy)ethan-1-amine,960365-28-0,PUELQMKJKMKFBO-UHFFFAOYSA-N,Unknown,CCNCCOC(F)(F)C(F)(F)F,"InChI=1S/C6H10F5NO/c1-2-12-3-4-13-6(10,11)5(7,8)9/h12H,2-4H2,1H3",C6H10F5NO,207.144,207.068255,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e1f0>,<rdkit.Chem.rdchem.Mol object at 0x17975c580>,True,5,21.73913043478261,207.06825504,6,2,1,0,0,6,7,5,0.8333333333333334,0.8333333333333334,False,False,False,True,True,Long
DTXSID701023266,3-(Pentafluoroethoxy)pyrrolidine,1208078-44-7,AYIYFHYRAJPVIO-UHFFFAOYSA-N,Unknown,FC(F)(F)C(F)(F)OC1CCNC1,"InChI=1/C6H8F5NO/c7-5(8,9)6(10,11)13-4-1-2-12-3-4/h4,12H,1-3H2",C6H8F5NO,205.128,205.052605,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e260>,<rdkit.Chem.rdchem.Mol object at 0x17975c5f0>,True,5,23.809523809523807,205.052604976,2,2,1,1,0,6,5,5,0.8333333333333334,0.8333333333333334,False,True,False,True,True,Medium
DTXSID701023278,"1,1,2,2-Tetrafluoro-6-azaspiro[3.4]octane",2091592-25-3,IGRVEVREZJLMMD-UHFFFAOYSA-N,Unknown,FC1(F)CC2(CCNC2)C1(F)F,"InChI=1/C7H9F4N/c8-6(9)3-5(7(6,10)11)1-2-12-4-5/h12H,1-4H2",C7H9F4N,183.15,183.067112,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e2d0>,<rdkit.Chem.rdchem.Mol object at 0x17975c660>,True,4,19.047619047619047,183.067112168,0,1,1,2,0,7,4,4,0.5714285714285714,0.5714285714285714,False,True,False,True,True,Short
DTXSID701023309,"1-(Ethylsulfanyl)-1,1,2,3,3,3-hexafluoropropane",380-35-8,MVSZZKPGZACIET-UHFFFAOYSA-N,Unknown,CCSC(F)(F)C(F)C(F)(F)F,"InChI=1/C5H6F6S/c1-2-12-5(10,11)3(6)4(7,8)9/h3H,2H2,1H3",C5H6F6S,212.15,212.00944,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e340>,<rdkit.Chem.rdchem.Mol object at 0x17975c6d0>,True,6,33.33333333333333,212.009440512,4,1,0,0,0,5,5,6,1.2,1.2,False,False,False,True,True,Medium
DTXSID701023397,"Butanedioic acid, 2-sulfo-, 1,4-bis(2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptyl) ester",752929-63-8,DSHQLCCYFLRYLF-UHFFFAOYSA-N,Unknown,OS(=O)(=O)C(CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C18H8F26O7S/c19-7(20,9(23,24)11(27,28)13(31,32)15(35,36)17(39,40)41)2-50-5(45)1-4(52(47,48)49)6(46)51-3-8(21,22)10(25,26)12(29,30)14(33,34)16(37,38)18(42,43)44/h4H,1-3H2,(H,47,48,49)",C18H8F26O7S,862.27,861.957556,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e3b0>,<rdkit.Chem.rdchem.Mol object at 0x17975c740>,True,26,43.333333333333336,861.9575573160002,17,7,1,0,0,18,19,26,1.4444444444444444,1.4444444444444444,False,False,False,True,True,Long
DTXSID701023404,"2-Decanol, 1-[bis(2-hydroxyethyl)amino]-3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-",53269-76-4,CGHMCEOTAKDEFW-UHFFFAOYSA-N,Unknown,OCCN(CCO)CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C14H14F17NO3/c15-7(16,6(35)5-32(1-3-33)2-4-34)8(17,18)9(19,20)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)31/h6,33-35H,1-5H2",C14H14F17NO3,567.243,567.070222,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e420>,<rdkit.Chem.rdchem.Mol object at 0x17975c7b0>,True,17,34.69387755102041,567.0702230480003,16,4,3,0,0,14,12,17,1.2142857142857142,1.2142857142857142,False,False,False,True,True,Long
DTXSID701023628,Pent-4-en-2-yl perfluoro-2-propoxypropanoate,402570-09-6,IYKLWHDWAWSCGJ-UHFFFAOYSA-N,Unknown,CC(CC=C)OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1/C11H9F11O3/c1-3-4-5(2)24-6(23)7(12,9(15,16)17)25-11(21,22)8(13,14)10(18,19)20/h3,5H,1,4H2,2H3",C11H9F11O3,398.172,398.037604,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e490>,<rdkit.Chem.rdchem.Mol object at 0x17975c820>,True,11,32.35294117647059,398.03760456800023,8,3,0,0,0,11,10,11,1.0,1.0,False,False,False,True,True,Long
DTXSID701023630,Perfluoro-2-methyl-3-oxaoctanedioyl fluoride,13140-22-2,DNCONQWKLXDZGY-UHFFFAOYSA-N,Unknown,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)=O)C(F)(F)F,"InChI=1/C8F14O3/c9-1(23)3(11,12)5(14,15)6(16,17)8(21,22)25-4(13,2(10)24)7(18,19)20",C8F14O3,410.063,409.962388,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e500>,<rdkit.Chem.rdchem.Mol object at 0x17975c890>,True,14,56.00000000000001,409.96238894,7,3,0,0,0,8,7,14,1.75,1.75,False,False,False,True,True,Long
DTXSID701023678,"Methyldichloro[3-[2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propoxy]propyl]silane",119511-19-2,OYGMHRQKWUTQIT-UHFFFAOYSA-N,Unknown,C[Si](Cl)(Cl)CCCOCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1/C10H11Cl2F11O2Si/c1-26(11,12)4-2-3-24-5-6(13,8(16,17)18)25-10(22,23)7(14,15)9(19,20)21/h2-5H2,1H3",C10H11Cl2F11O2Si,471.16,469.972971,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e570>,<rdkit.Chem.rdchem.Mol object at 0x17975c900>,True,11,29.72972972972973,469.9729719020003,10,2,0,0,0,10,11,11,1.1,1.1,False,False,False,True,True,Long
DTXSID701023747,"Perfluoro-2-{2,3-bis[2-(fluorosulfonyl)ethoxy]propoxy}propanoyl fluoride",921204-32-2,JJTKJCOKOIJZCH-UHFFFAOYSA-N,Unknown,FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,"InChI=1/C10F20O8S2/c11-1(31)2(12,4(14,15)16)36-5(17,18)3(13,37-7(21,22)9(25,26)39(29,32)33)6(19,20)38-8(23,24)10(27,28)40(30,34)35",C10F20O8S2,692.19,691.871523,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e5e0>,<rdkit.Chem.rdchem.Mol object at 0x17975c970>,True,20,50.0,691.87152336,13,8,0,0,0,10,8,18,2.0,2.0,False,False,False,True,True,Long
DTXSID701023773,"2-(Perfluoro-1,4-dimethyl-2,5-dioxaoctyl)ethylphosphonic acid",1198297-65-2,CZGYMTTXBWUQHQ-UHFFFAOYSA-N,Unknown,OP(O)(=O)CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,"InChI=1/C10H6F17O5P/c11-3(6(15,16)17,1-2-33(28,29)30)31-10(26,27)5(14,8(21,22)23)32-9(24,25)4(12,13)7(18,19)20/h1-2H2,(H2,28,29,30)",C10H6F17O5P,560.1,559.968139,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e650>,<rdkit.Chem.rdchem.Mol object at 0x17975c9e0>,True,17,43.58974358974359,559.9681396620001,11,5,2,0,0,10,9,17,1.7,1.7,False,False,False,True,True,Long
DTXSID701023909,Cyhalodiamide,1262605-53-7,NNRSYETYEADPBW-UHFFFAOYSA-N,Unknown,CC1=CC(=CC=C1NC(=O)C1=CC=CC(Cl)=C1C(=O)NC(C)(C)C#N)C(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C22H17ClF7N3O2/c1-11-9-12(20(24,21(25,26)27)22(28,29)30)7-8-15(11)32-17(34)13-5-4-6-14(23)16(13)18(35)33-19(2,3)10-31/h4-9H,1-3H3,(H,32,34)(H,33,35)",C22H17ClF7N3O2,523.84,523.089752,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e6c0>,<rdkit.Chem.rdchem.Mol object at 0x17975ca50>,True,7,13.461538461538462,523.0897520040005,8,3,2,2,2,22,13,7,0.3181818181818182,0.3181818181818182,True,True,False,True,True,Long
DTXSID701024721,Fluoro[perfluoro-2-(perfluoro-2-sulfoethoxy)propoxy]acetic acid,2416366-19-1,LYJPVDHDRJXWPG-UHFFFAOYSA-N,Unknown,[H]C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F)C(O)=O,"InChI=1/C7H3F11O7S/c8-1(2(19)20)24-5(13,14)3(9,4(10,11)12)25-6(15,16)7(17,18)26(21,22)23/h1H,(H,19,20)(H,21,22,23)",C7H3F11O7S,440.14,439.942383,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e730>,<rdkit.Chem.rdchem.Mol object at 0x17975cac0>,True,11,37.93103448275862,439.94238385599994,9,7,2,0,0,7,7,11,1.5714285714285714,1.5714285714285714,False,False,False,True,True,Long
DTXSID701026496,Ethylammonium perfluoro-10-(trifluoromethyl)undecanoate,86917-47-7,BWXVRBNYCITZOK-UHFFFAOYSA-N,Unknown,CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C12HF23O2.C2H7N/c13-2(14,1(36)37)4(16,17)6(20,21)8(24,25)10(28,29)9(26,27)7(22,23)5(18,19)3(15,11(30,31)32)12(33,34)35;1-2-3/h(H,36,37);2-3H2,1H3",C14H8F23NO2,659.186,659.018776,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e7a0>,<rdkit.Chem.rdchem.Mol object at 0x17975cb30>,True,23,47.91666666666667,659.0187775560003,11,2,1,0,0,14,100000000,23,1.6428571428571428,1.6428571428571428,False,False,False,True,True,Long
DTXSID701026503,Perfluoro-4-ethenyloxybutane-1-sulfonyl fluoride,88190-28-7,AWEWWBHNEFFOKN-UHFFFAOYSA-N,Unknown,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,"InChI=1S/C6F12O3S/c7-1(8)2(9)21-5(14,15)3(10,11)4(12,13)6(16,17)22(18,19)20",C6F12O3S,380.1,379.937653,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e810>,<rdkit.Chem.rdchem.Mol object at 0x17975cba0>,True,12,54.54545454545454,379.9376535,6,3,0,0,0,6,6,11,2.0,2.0,False,False,False,True,True,Medium
DTXSID701026527,(Perfluorohexadecyl)hexadecane,137338-42-2,WUEFAVOYPVTDCM-UHFFFAOYSA-N,Unknown,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C32H33F33/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(33,34)18(35,36)19(37,38)20(39,40)21(41,42)22(43,44)23(45,46)24(47,48)25(49,50)26(51,52)27(53,54)28(55,56)29(57,58)30(59,60)31(61,62)32(63,64)65/h2-16H2,1H3",C32H33F33,1044.563,1044.20553,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e880>,<rdkit.Chem.rdchem.Mol object at 0x17975cc10>,True,33,33.6734693877551,1044.205532316001,30,0,0,0,0,32,31,33,1.03125,1.03125,False,False,False,True,True,Long
DTXSID701026589,"(2E)‐4,4,5,5,6,6,7,7,8,8,9,9,10,10,10‐Pentadecafluorodec‐2‐enoic acid",56017-63-1,RRROMQAILYJNAL-OWOJBTEDSA-N,Unknown,OC(=O)\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H3F15O2/c11-4(12,2-1-3(26)27)5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)25/h1-2H,(H,26,27)/b2-1+",C10H3F15O2,440.108,439.989352,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e8f0>,<rdkit.Chem.rdchem.Mol object at 0x17975cc80>,True,15,50.0,439.9893526360001,7,2,1,0,0,10,9,15,1.5,1.5,False,False,False,True,True,Long
DTXSID701026622,3-(Perfluoroheptyl)3-fluoro-2-propenal,58544-13-1,LQERGGUGOIACQD-UHFFFAOYSA-N,Unknown,FC(=CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H2F16O/c11-3(1-2-27)4(12,13)5(14,15)6(16,17)7(18,19)8(20,21)9(22,23)10(24,25)26/h1-2H",C10H2F16O,442.099,441.985015,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e960>,<rdkit.Chem.rdchem.Mol object at 0x17975ccf0>,True,16,55.172413793103445,441.9850162040001,7,1,0,0,0,10,9,16,1.6,1.6,False,False,False,True,True,Long
DTXSID701026646,Hentriacontafluorohexadecanoate anion,1214264-30-8,OJMBMWRMTMHMSZ-UHFFFAOYSA-M,Unknown,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C16HF31O2/c17-2(18,1(48)49)3(19,20)4(21,22)5(23,24)6(25,26)7(27,28)8(29,30)9(31,32)10(33,34)11(35,36)12(37,38)13(39,40)14(41,42)15(43,44)16(45,46)47/h(H,48,49)/p-1",C16F31O2,813.125,812.940876,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178e2e9d0>,<rdkit.Chem.rdchem.Mol object at 0x17975cd60>,True,31,63.26530612244898,812.94087763991,14,2,0,0,0,16,15,31,1.9375,1.9375,False,False,False,True,True,Long
